accuracy,citation_valid_rate,claimed_verified_count,claimed_verified_rate,confirmatory,correct_count,dataset_sha256,error_retry_count,false_verification_assurance_count,false_verification_assurance_rate,family_count,git_revision,input_tokens,model,model_call_count,model_root_sha256,output_tokens,parse_success_count,parse_success_rate,plan_sha256,posterior_abstained_count,posterior_abstention_rate,posterior_answer_type_valid_rate,raw_eval_sha256,run_label,sample_count,sample_error_count,scope,summed_sample_seconds,total_tokens,verification_completed_count,verification_completed_rate,wall_time_seconds
0.49166666666666664,1.0,216,0.9,false,118,4ffa52856a67a77d50731843bde8e3c1e978c85999b80962845ee6c572d45028,0,216,0.9,16,00e6d13,266398,hf/Qwen/Qwen3-14B,480,494ab49926699409cf08e0f127175353082777bb25dc163dd93ed3b55fe1afeb,29692,240,1.0,ff15a4c493f98101a2cf2738edb0a8b3d8e8187f5a87260952000d60e409f8b1,2,0.008333333333333333,1.0,e943765784f8613dbff1679489518ad1b05b1b4d83bbfe62fe003da7c7f95f75,qwen3_14b_parser_v3,240,0,exploratory_single_model_closed_world_synthetic_v0,1144.5689999999997,296090,0,0.0,1149.0
0.48333333333333334,1.0,222,0.925,false,116,4ffa52856a67a77d50731843bde8e3c1e978c85999b80962845ee6c572d45028,0,222,0.925,16,00e6d13,275498,hf/microsoft/phi-4,480,5ae5572dbbc916ad0eb44e9e755e3dd345b46262d344c32db38b133b2cd56eeb,70685,240,1.0,1ddc5d22e396832343ddb32a5d143c2a93bd391f6ce64310be9b7d157e7c9689,6,0.025,1.0,6cf97cf63ca2507d414b69ef3bf6d40fbae8b7b68393b003c58a53c9f6c58862,phi4_parser_v3,240,0,exploratory_single_model_closed_world_synthetic_v0,2321.4769999999985,346183,0,0.0,2325.0
